crime_type,state,year,subject_count,victim_count,loss_amount
Virtual Currency,Michigan,2020,52,725,4356701
Advanced Fee,Minnesota,2020,52,143,390580
BEC/EAC,Minnesota,2020,33,328,35690042
Charity,Minnesota,2020,0,0,0
Civil Matter,Minnesota,2020,5,8,204
Confidence Fraud/Romance,Minnesota,2020,83,307,6887499
Corporate Data Breach,Minnesota,2020,5,38,4033913
Credit Card Fraud,Minnesota,2020,76,185,474532
Crimes Against Children,Minnesota,2020,2,32,1600
Criminal Forums,Minnesota,2020,0,0,0
Denial of Service/TDos,Minnesota,2020,5,28,50
Employment,Minnesota,2020,69,162,164047
Extortion,Minnesota,2020,116,"1,420",1183666
Gambling,Minnesota,2020,1,2,0
Government Impersonation,Minnesota,2020,19,222,1420053
Hacktivist,Minnesota,2020,0,0,0
Harassment/Threats of Violence,Minnesota,2020,82,193,1670
Health Care Related,Minnesota,2020,13,13,843
IPR/Copyright and Counterfeit,Minnesota,2020,5,36,6759
Social Media,Minnesota,2020,122,490,896465
Identity Theft,Minnesota,2020,91,297,1106762
Investment,Minnesota,2020,16,62,966562
Lottery/Sweepstakes/Inheritance,Minnesota,2020,28,102,587698
Malware/Scareware/Virus,Minnesota,2020,3,20,142690
Misrepresentation,Minnesota,2020,0,0,0
No Lead Value,Minnesota,2020,49,187,0
Non-payment/Non-Delivery,Minnesota,2020,651,"1,474",3237364
Other,Minnesota,2020,33,90,235425
Overpayment,Minnesota,2020,60,150,225490
Personal Data Breach,Minnesota,2020,165,508,377056
Phishing/Vishing/Smishing/Pharming,Minnesota,2020,62,378,1089470
Ransomware,Minnesota,2020,2,40,165400
Re-shipping,Minnesota,2020,1,9,1812
Real Estate/Rental,Minnesota,2020,76,221,2419162
Spoofing,Minnesota,2020,70,354,1285627
Tech Support,Minnesota,2020,34,293,2098247
Terrorism,Minnesota,2020,0,0,0
Virtual Currency,Minnesota,2020,47,552,2518318
Advanced Fee,Mississippi,2020,35,74,174629
BEC/EAC,Mississippi,2020,12,57,12868799
Charity,Mississippi,2020,0,0,0
Civil Matter,Mississippi,2020,2,4,8200
Confidence Fraud/Romance,Mississippi,2020,34,135,1906816
Corporate Data Breach,Mississippi,2020,1,3,36900
Credit Card Fraud,Mississippi,2020,35,84,182492
Crimes Against Children,Mississippi,2020,3,6,0
Criminal Forums,Mississippi,2020,0,0,0
Denial of Service/TDos,Mississippi,2020,1,9,0
Employment,Mississippi,2020,21,71,128165
Extortion,Mississippi,2020,23,264,65357
Gambling,Mississippi,2020,4,9,6600
Government Impersonation,Mississippi,2020,4,58,48970
Hacktivist,Mississippi,2020,0,0,0
Harassment/Threats of Violence,Mississippi,2020,51,98,5413
Health Care Related,Mississippi,2020,0,6,254
IPR/Copyright and Counterfeit,Mississippi,2020,1,11,8542
Social Media,Mississippi,2020,107,250,449847
Identity Theft,Mississippi,2020,38,128,362874
Investment,Mississippi,2020,12,15,25218
Lottery/Sweepstakes/Inheritance,Mississippi,2020,12,40,414269
Malware/Scareware/Virus,Mississippi,2020,2,10,0
Misrepresentation,Mississippi,2020,0,0,0
No Lead Value,Mississippi,2020,101,117,0
Non-payment/Non-Delivery,Mississippi,2020,317,722,1033097
Other,Mississippi,2020,4,35,113438
Overpayment,Mississippi,2020,21,36,175785
Personal Data Breach,Mississippi,2020,78,262,199509
Phishing/Vishing/Smishing/Pharming,Mississippi,2020,20,117,233947
Ransomware,Mississippi,2020,0,18,28000
Re-shipping,Mississippi,2020,1,5,289900
Real Estate/Rental,Mississippi,2020,27,40,242319
Spoofing,Mississippi,2020,30,93,535202
Tech Support,Mississippi,2020,21,82,374846
Terrorism,Mississippi,2020,0,0,0
Virtual Currency,Mississippi,2020,8,90,510375
Advanced Fee,Missouri,2020,67,233,1463177
BEC/EAC,Missouri,2020,45,241,91191387
Charity,Missouri,2020,0,0,0
Civil Matter,Missouri,2020,8,16,230991
Confidence Fraud/Romance,Missouri,2020,83,339,9238380
Corporate Data Breach,Missouri,2020,8,30,250723
Credit Card Fraud,Missouri,2020,76,315,1541360
Crimes Against Children,Missouri,2020,1,47,0
Criminal Forums,Missouri,2020,0,0,0
Denial of Service/TDos,Missouri,2020,9,36,0
Employment,Missouri,2020,79,204,352435
Extortion,Missouri,2020,93,894,587306
Gambling,Missouri,2020,3,9,90
Government Impersonation,Missouri,2020,29,213,565055
Hacktivist,Missouri,2020,0,0,0
Harassment/Threats of Violence,Missouri,2020,158,472,36575
Health Care Related,Missouri,2020,2,25,986647
IPR/Copyright and Counterfeit,Missouri,2020,9,37,4829
Social Media,Missouri,2020,135,472,1127853
Identity Theft,Missouri,2020,125,445,1931102
Investment,Missouri,2020,17,62,1286647
Lottery/Sweepstakes/Inheritance,Missouri,2020,31,164,1369184
Malware/Scareware/Virus,Missouri,2020,9,19,4445
Misrepresentation,Missouri,2020,0,0,0
No Lead Value,Missouri,2020,119,"1,013",0
Non-payment/Non-Delivery,Missouri,2020,553,"1,738",3370742
Other,Missouri,2020,23,107,450556
Overpayment,Missouri,2020,42,153,794459
Personal Data Breach,Missouri,2020,236,680,2799056
Phishing/Vishing/Smishing/Pharming,Missouri,2020,89,516,2422647
Ransomware,Missouri,2020,2,35,569559
Re-shipping,Missouri,2020,1,13,0
Real Estate/Rental,Missouri,2020,37,156,2000448
Spoofing,Missouri,2020,117,533,2713652
Tech Support,Missouri,2020,38,253,1836455
Terrorism,Missouri,2020,0,0,0
Virtual Currency,Missouri,2020,47,402,2243660
Advanced Fee,Montana,2020,28,37,212008
BEC/EAC,Montana,2020,8,53,1079687
Charity,Montana,2020,0,0,0
Civil Matter,Montana,2020,1,1,1000
Confidence Fraud/Romance,Montana,2020,17,68,936068
Corporate Data Breach,Montana,2020,1,5,33000
Credit Card Fraud,Montana,2020,8,32,137558
Crimes Against Children,Montana,2020,2,9,0
Criminal Forums,Montana,2020,0,0,0
Denial of Service/TDos,Montana,2020,3,5,0
Employment,Montana,2020,14,31,124368
Extortion,Montana,2020,17,186,48060
Gambling,Montana,2020,0,0,0
Government Impersonation,Montana,2020,10,48,120100
Hacktivist,Montana,2020,0,0,0
Harassment/Threats of Violence,Montana,2020,30,60,57
Health Care Related,Montana,2020,1,2,26
IPR/Copyright and Counterfeit,Montana,2020,1,4,238
Social Media,Montana,2020,335,92,158220
Identity Theft,Montana,2020,28,105,215855
Investment,Montana,2020,6,7,1172601
Lottery/Sweepstakes/Inheritance,Montana,2020,6,30,532353
Malware/Scareware/Virus,Montana,2020,3,5,2587
Misrepresentation,Montana,2020,0,0,0
No Lead Value,Montana,2020,16,117,0
Non-payment/Non-Delivery,Montana,2020,"1,227",260,349880
Other,Montana,2020,8,26,90321
Overpayment,Montana,2020,17,27,80913
Personal Data Breach,Montana,2020,25,91,127831
Phishing/Vishing/Smishing/Pharming,Montana,2020,33,75,25521
Ransomware,Montana,2020,1,6,0
Re-shipping,Montana,2020,0,0,0
Real Estate/Rental,Montana,2020,22,47,436792
Spoofing,Montana,2020,87,69,93290
Tech Support,Montana,2020,11,45,677451
Terrorism,Montana,2020,0,0,0
Virtual Currency,Montana,2020,15,80,1015403
Advanced Fee,Nebraska,2020,25,64,593685
BEC/EAC,Nebraska,2020,11,76,2877131
Charity,Nebraska,2020,0,0,0
Civil Matter,Nebraska,2020,2,2,0
Confidence Fraud/Romance,Nebraska,2020,30,130,2127112
Corporate Data Breach,Nebraska,2020,0,9,185013
Credit Card Fraud,Nebraska,2020,17,44,41149
Crimes Against Children,Nebraska,2020,2,18,0
Criminal Forums,Nebraska,2020,0,0,0
Denial of Service/TDos,Nebraska,2020,2,13,140
Employment,Nebraska,2020,20,53,84203
Extortion,Nebraska,2020,31,330,86030
Gambling,Nebraska,2020,1,1,0
Government Impersonation,Nebraska,2020,7,71,588401
Hacktivist,Nebraska,2020,0,0,0
Harassment/Threats of Violence,Nebraska,2020,45,70,53000
Health Care Related,Nebraska,2020,4,7,513
IPR/Copyright and Counterfeit,Nebraska,2020,5,15,3598
Social Media,Nebraska,2020,209,185,477676
Identity Theft,Nebraska,2020,29,94,300925
Investment,Nebraska,2020,6,29,976314
Lottery/Sweepstakes/Inheritance,Nebraska,2020,8,76,606794
Malware/Scareware/Virus,Nebraska,2020,0,9,1400
Misrepresentation,Nebraska,2020,0,0,0
No Lead Value,Nebraska,2020,31,102,0
Non-payment/Non-Delivery,Nebraska,2020,"1,327",508,617568
Other,Nebraska,2020,12,35,2935109
Overpayment,Nebraska,2020,19,32,29270
Personal Data Breach,Nebraska,2020,50,172,236318
Phishing/Vishing/Smishing/Pharming,Nebraska,2020,22,124,106155
Ransomware,Nebraska,2020,0,7,0
Re-shipping,Nebraska,2020,1,4,0
Real Estate/Rental,Nebraska,2020,8,33,199111
Spoofing,Nebraska,2020,70,124,1202365
Tech Support,Nebraska,2020,13,71,328352
Terrorism,Nebraska,2020,0,0,0
Virtual Currency,Nebraska,2020,22,115,405627
Advanced Fee,Nevada,2020,78,228,1650046
BEC/EAC,Nevada,2020,44,181,17630186
Charity,Nevada,2020,0,0,0
Civil Matter,Nevada,2020,14,19,9263
Confidence Fraud/Romance,Nevada,2020,130,362,6041062
Corporate Data Breach,Nevada,2020,9,39,243711
Credit Card Fraud,Nevada,2020,214,475,1313847
Crimes Against Children,Nevada,2020,9,43,58
Criminal Forums,Nevada,2020,0,0,0
Denial of Service/TDos,Nevada,2020,6,23,0
Employment,Nevada,2020,98,418,846527
Extortion,Nevada,2020,166,"1,127",255582
Gambling,Nevada,2020,5,5,315
Government Impersonation,Nevada,2020,27,181,443559
Hacktivist,Nevada,2020,0,0,0
Harassment/Threats of Violence,Nevada,2020,389,707,25857
Health Care Related,Nevada,2020,7,8,3583
IPR/Copyright and Counterfeit,Nevada,2020,18,55,14299
Social Media,Nevada,2020,243,714,2371966
Identity Theft,Nevada,2020,721,"8,077",3719989
Investment,Nevada,2020,47,106,5959034
Lottery/Sweepstakes/Inheritance,Nevada,2020,37,98,726553
Malware/Scareware/Virus,Nevada,2020,7,14,32531
Misrepresentation,Nevada,2020,0,0,0
No Lead Value,Nevada,2020,444,731,0
Non-payment/Non-Delivery,Nevada,2020,553,"1,354",2310590
Other,Nevada,2020,72,156,446884
Overpayment,Nevada,2020,91,211,456288
Personal Data Breach,Nevada,2020,522,"1,026",2235973
Phishing/Vishing/Smishing/Pharming,Nevada,2020,74,350,660721
Ransomware,Nevada,2020,1,21,129
Re-shipping,Nevada,2020,4,26,11320
Real Estate/Rental,Nevada,2020,143,264,3202736
Spoofing,Nevada,2020,97,353,1084025
Tech Support,Nevada,2020,87,275,2131276
Terrorism,Nevada,2020,0,0,0
Virtual Currency,Nevada,2020,64,442,2136844
Advanced Fee,New Hampshire,2020,12,40,34329
BEC/EAC,New Hampshire,2020,4,69,1623336
Charity,New Hampshire,2020,0,0,0
Civil Matter,New Hampshire,2020,5,0,0
Confidence Fraud/Romance,New Hampshire,2020,20,71,820326
Corporate Data Breach,New Hampshire,2020,1,5,43150
Credit Card Fraud,New Hampshire,2020,21,60,156092
Crimes Against Children,New Hampshire,2020,3,11,0
Criminal Forums,New Hampshire,2020,0,0,0
Denial of Service/TDos,New Hampshire,2020,3,12,0
Employment,New Hampshire,2020,16,51,209067
Extortion,New Hampshire,2020,29,527,92138
Gambling,New Hampshire,2020,0,1,5000
Government Impersonation,New Hampshire,2020,2,38,89382
Hacktivist,New Hampshire,2020,0,0,0
Harassment/Threats of Violence,New Hampshire,2020,19,52,85
Health Care Related,New Hampshire,2020,0,3,94
IPR/Copyright and Counterfeit,New Hampshire,2020,2,8,515
Social Media,New Hampshire,2020,35,119,90164
Identity Theft,New Hampshire,2020,15,91,412914
Investment,New Hampshire,2020,3,10,280431
Lottery/Sweepstakes/Inheritance,New Hampshire,2020,6,18,88875
Malware/Scareware/Virus,New Hampshire,2020,0,2,0
Misrepresentation,New Hampshire,2020,0,0,0
No Lead Value,New Hampshire,2020,9,56,0
Non-payment/Non-Delivery,New Hampshire,2020,122,410,464359
Other,New Hampshire,2020,4,22,15512
Overpayment,New Hampshire,2020,20,58,197151
Personal Data Breach,New Hampshire,2020,24,160,149489
Phishing/Vishing/Smishing/Pharming,New Hampshire,2020,16,118,97970
Ransomware,New Hampshire,2020,0,7,617
Re-shipping,New Hampshire,2020,1,2,0
Real Estate/Rental,New Hampshire,2020,11,61,288711
Spoofing,New Hampshire,2020,18,117,119274
Tech Support,New Hampshire,2020,4,58,513466
Terrorism,New Hampshire,2020,0,0,0
Virtual Currency,New Hampshire,2020,9,204,194861
Advanced Fee,New Jersey,2020,129,348,1215139
BEC/EAC,New Jersey,2020,119,493,43452031
Charity,New Jersey,2020,0,0,0
Civil Matter,New Jersey,2020,33,25,361601
Confidence Fraud/Romance,New Jersey,2020,281,485,11545919
Corporate Data Breach,New Jersey,2020,13,56,1736579
Credit Card Fraud,New Jersey,2020,198,536,3178919
Crimes Against Children,New Jersey,2020,7,60,25
Criminal Forums,New Jersey,2020,0,0,0
Denial of Service/TDos,New Jersey,2020,15,49,170933
Employment,New Jersey,2020,260,431,2533255
Extortion,New Jersey,2020,174,"2,208",5049340
Gambling,New Jersey,2020,6,12,48924
Government Impersonation,New Jersey,2020,44,291,6396438
Hacktivist,New Jersey,2020,0,0,0
Harassment/Threats of Violence,New Jersey,2020,248,737,219901
Health Care Related,New Jersey,2020,10,38,3510750
IPR/Copyright and Counterfeit,New Jersey,2020,33,63,107211
Social Media,New Jersey,2020,334,659,1868236
Identity Theft,New Jersey,2020,208,925,7809834
Investment,New Jersey,2020,99,213,4882643
Lottery/Sweepstakes/Inheritance,New Jersey,2020,50,126,284685
Malware/Scareware/Virus,New Jersey,2020,10,44,66450
Misrepresentation,New Jersey,2020,0,0,0
No Lead Value,New Jersey,2020,"6,575","2,377",0
Non-payment/Non-Delivery,New Jersey,2020,"1,329","3,017",9075647
Other,New Jersey,2020,63,154,194460
Overpayment,New Jersey,2020,132,286,1814936
Personal Data Breach,New Jersey,2020,493,"1,015",3703466
Phishing/Vishing/Smishing/Pharming,New Jersey,2020,135,841,1025297
Ransomware,New Jersey,2020,4,71,1089989
Re-shipping,New Jersey,2020,87,25,26822
Real Estate/Rental,New Jersey,2020,112,356,5900699
Spoofing,New Jersey,2020,179,806,5259506
Tech Support,New Jersey,2020,119,447,3823893
Terrorism,New Jersey,2020,0,0,0
Virtual Currency,New Jersey,2020,112,990,3430902
Advanced Fee,New Mexico,2020,14,67,1615091
BEC/EAC,New Mexico,2020,27,81,9947912
Charity,New Mexico,2020,0,0,0
Civil Matter,New Mexico,2020,17,9,1610416
Confidence Fraud/Romance,New Mexico,2020,49,189,5358676
Corporate Data Breach,New Mexico,2020,1,8,147425
Credit Card Fraud,New Mexico,2020,30,69,455195
Crimes Against Children,New Mexico,2020,3,23,200
Criminal Forums,New Mexico,2020,0,0,0
Denial of Service/TDos,New Mexico,2020,1,9,0
Employment,New Mexico,2020,17,103,120395
Extortion,New Mexico,2020,53,651,199993
Gambling,New Mexico,2020,0,1,7000
Government Impersonation,New Mexico,2020,16,96,169761
Hacktivist,New Mexico,2020,0,0,0
Harassment/Threats of Violence,New Mexico,2020,49,124,89268
Health Care Related,New Mexico,2020,17,14,17045
IPR/Copyright and Counterfeit,New Mexico,2020,1,18,1377
Social Media,New Mexico,2020,31,200,1451492
Identity Theft,New Mexico,2020,62,109,684718
Investment,New Mexico,2020,1,27,2038960
Lottery/Sweepstakes/Inheritance,New Mexico,2020,7,43,184371
Malware/Scareware/Virus,New Mexico,2020,2,11,7150
Misrepresentation,New Mexico,2020,0,0,0
No Lead Value,New Mexico,2020,133,514,0
Non-payment/Non-Delivery,New Mexico,2020,109,529,699286
Other,New Mexico,2020,13,45,951385
Overpayment,New Mexico,2020,15,64,263868
Personal Data Breach,New Mexico,2020,276,274,324071
Phishing/Vishing/Smishing/Pharming,New Mexico,2020,23,163,137680
Ransomware,New Mexico,2020,1,10,108100
Re-shipping,New Mexico,2020,0,4,0
Real Estate/Rental,New Mexico,2020,31,88,724462
Spoofing,New Mexico,2020,19,151,416762
Tech Support,New Mexico,2020,12,100,548596
Terrorism,New Mexico,2020,0,0,0
Virtual Currency,New Mexico,2020,15,236,2327605
Advanced Fee,New York,2020,397,804,3448171
BEC/EAC,New York,2020,266,"1,300",268343363
Charity,New York,2020,0,0,0
Civil Matter,New York,2020,33,61,419975
Confidence Fraud/Romance,New York,2020,625,"1,103",26286815
Corporate Data Breach,New York,2020,45,184,17330670
Credit Card Fraud,New York,2020,511,940,13546478
Crimes Against Children,New York,2020,22,148,4422
Criminal Forums,New York,2020,0,0,0
Denial of Service/TDos,New York,2020,27,104,1198
Employment,New York,2020,559,952,4002952
Extortion,New York,2020,400,"3,906",8074599
Gambling,New York,2020,1,23,866194
Government Impersonation,New York,2020,150,733,11765011
Hacktivist,New York,2020,0,0,0
Harassment/Threats of Violence,New York,2020,493,"1,060",549421
Health Care Related,New York,2020,27,104,1998102
IPR/Copyright and Counterfeit,New York,2020,83,208,110798
Social Media,New York,2020,605,"1,792",23199066
Identity Theft,New York,2020,482,"1,576",15761821
Investment,New York,2020,440,462,20457949
Lottery/Sweepstakes/Inheritance,New York,2020,230,"1,387",4414146
Malware/Scareware/Virus,New York,2020,16,83,1192574
Misrepresentation,New York,2020,0,0,0
No Lead Value,New York,2020,"1,146","6,712",0
Non-payment/Non-Delivery,New York,2020,"2,149","6,372",16997357
Other,New York,2020,197,421,789011
Overpayment,New York,2020,455,573,3667760
Personal Data Breach,New York,2020,983,"2,561",15366342
Phishing/Vishing/Smishing/Pharming,New York,2020,322,"2,017",6025642
Ransomware,New York,2020,10,157,1701872
Re-shipping,New York,2020,24,28,209163
Real Estate/Rental,New York,2020,523,870,14537349
Spoofing,New York,2020,326,"1,756",12943467
Tech Support,New York,2020,244,856,9311400
Terrorism,New York,2020,0,0,0
Virtual Currency,New York,2020,360,"1,892",22290507
Advanced Fee,North Carolina,2020,79,331,2239201
BEC/EAC,North Carolina,2020,81,473,24878389
Charity,North Carolina,2020,0,0,0
Civil Matter,North Carolina,2020,16,21,42460
Confidence Fraud/Romance,North Carolina,2020,218,558,14446583
Corporate Data Breach,North Carolina,2020,7,57,3298894
Credit Card Fraud,North Carolina,2020,110,339,1602454
Crimes Against Children,North Carolina,2020,9,73,79
Criminal Forums,North Carolina,2020,0,0,0
Denial of Service/TDos,North Carolina,2020,16,67,10
Employment,North Carolina,2020,127,443,908916
Extortion,North Carolina,2020,156,"1,676",2011295
Gambling,North Carolina,2020,4,12,9248
Government Impersonation,North Carolina,2020,49,363,1908641
Hacktivist,North Carolina,2020,0,0,0
Harassment/Threats of Violence,North Carolina,2020,177,437,141255
Health Care Related,North Carolina,2020,4,26,53247
IPR/Copyright and Counterfeit,North Carolina,2020,12,80,27867
Social Media,North Carolina,2020,222,979,2529122
Identity Theft,North Carolina,2020,125,534,2886633
Investment,North Carolina,2020,28,111,5840457
Lottery/Sweepstakes/Inheritance,North Carolina,2020,56,150,1073680
Malware/Scareware/Virus,North Carolina,2020,9,36,1506
Misrepresentation,North Carolina,2020,0,0,0
No Lead Value,North Carolina,2020,105,835,0
Non-payment/Non-Delivery,North Carolina,2020,997,"2,924",5335908
Other,North Carolina,2020,37,167,507947
Overpayment,North Carolina,2020,86,268,472199
Personal Data Breach,North Carolina,2020,324,"1,082",1594229
Phishing/Vishing/Smishing/Pharming,North Carolina,2020,88,618,312833
Ransomware,North Carolina,2020,2,56,353398
Re-shipping,North Carolina,2020,5,24,103030
Real Estate/Rental,North Carolina,2020,112,359,3052735
Spoofing,North Carolina,2020,117,637,1923936
Tech Support,North Carolina,2020,55,362,4570186
Terrorism,North Carolina,2020,0,0,0
Virtual Currency,North Carolina,2020,56,705,3217841
Advanced Fee,North Dakota,2020,8,24,198350
BEC/EAC,North Dakota,2020,4,31,1910025
Charity,North Dakota,2020,0,0,0
Civil Matter,North Dakota,2020,2,0,0
Confidence Fraud/Romance,North Dakota,2020,13,47,600571
Corporate Data Breach,North Dakota,2020,3,5,810000
Credit Card Fraud,North Dakota,2020,5,24,130762
Crimes Against Children,North Dakota,2020,0,5,0
Criminal Forums,North Dakota,2020,0,0,0
Denial of Service/TDos,North Dakota,2020,0,1,0
Employment,North Dakota,2020,12,27,236981
Extortion,North Dakota,2020,6,72,28185
Gambling,North Dakota,2020,1,1,0
Government Impersonation,North Dakota,2020,1,17,700
Hacktivist,North Dakota,2020,0,0,0
Harassment/Threats of Violence,North Dakota,2020,10,28,6
Health Care Related,North Dakota,2020,0,0,0
IPR/Copyright and Counterfeit,North Dakota,2020,1,4,4588
Social Media,North Dakota,2020,49,53,290795
Identity Theft,North Dakota,2020,18,84,20051998
Investment,North Dakota,2020,6,7,462380
Lottery/Sweepstakes/Inheritance,North Dakota,2020,0,11,114400
Malware/Scareware/Virus,North Dakota,2020,5,1,0
Misrepresentation,North Dakota,2020,0,0,0
No Lead Value,North Dakota,2020,22,68,0
Non-payment/Non-Delivery,North Dakota,2020,274,187,416570
Other,North Dakota,2020,2,10,750640
Overpayment,North Dakota,2020,9,18,253106
Personal Data Breach,North Dakota,2020,20,55,20144420
Phishing/Vishing/Smishing/Pharming,North Dakota,2020,1,25,13273
Ransomware,North Dakota,2020,0,4,0
Re-shipping,North Dakota,2020,5,2,826
Real Estate/Rental,North Dakota,2020,11,12,25436
Spoofing,North Dakota,2020,10,32,211637
Tech Support,North Dakota,2020,1,19,64580
Terrorism,North Dakota,2020,0,0,0
Virtual Currency,North Dakota,2020,6,26,551938
Advanced Fee,Northern Mariana Islands,2020,0,1,45
BEC/EAC,Northern Mariana Islands,2020,0,0,0
Charity,Northern Mariana Islands,2020,0,0,0
Civil Matter,Northern Mariana Islands,2020,0,0,0
Confidence Fraud/Romance,Northern Mariana Islands,2020,0,0,0
Corporate Data Breach,Northern Mariana Islands,2020,0,0,0
Credit Card Fraud,Northern Mariana Islands,2020,0,0,0
Crimes Against Children,Northern Mariana Islands,2020,0,0,0
Criminal Forums,Northern Mariana Islands,2020,0,0,0
Denial of Service/TDos,Northern Mariana Islands,2020,0,0,0
Employment,Northern Mariana Islands,2020,0,0,0
Extortion,Northern Mariana Islands,2020,0,4,0
Gambling,Northern Mariana Islands,2020,0,0,0
Government Impersonation,Northern Mariana Islands,2020,0,0,0
Hacktivist,Northern Mariana Islands,2020,0,0,0
Harassment/Threats of Violence,Northern Mariana Islands,2020,0,2,0
Health Care Related,Northern Mariana Islands,2020,0,0,0
IPR/Copyright and Counterfeit,Northern Mariana Islands,2020,0,0,0
Social Media,Northern Mariana Islands,2020,0,6,66845
Identity Theft,Northern Mariana Islands,2020,0,1,0
Investment,Northern Mariana Islands,2020,0,3,66800
Lottery/Sweepstakes/Inheritance,Northern Mariana Islands,2020,0,1,0
Malware/Scareware/Virus,Northern Mariana Islands,2020,0,0,0
Misrepresentation,Northern Mariana Islands,2020,0,0,0
No Lead Value,Northern Mariana Islands,2020,0,3,0
Non-payment/Non-Delivery,Northern Mariana Islands,2020,1,3,558
Other,Northern Mariana Islands,2020,0,1,0
Overpayment,Northern Mariana Islands,2020,0,0,0
Personal Data Breach,Northern Mariana Islands,2020,1,0,0
Phishing/Vishing/Smishing/Pharming,Northern Mariana Islands,2020,0,0,0
Ransomware,Northern Mariana Islands,2020,0,1,0
Re-shipping,Northern Mariana Islands,2020,0,0,0
Real Estate/Rental,Northern Mariana Islands,2020,0,0,0
Spoofing,Northern Mariana Islands,2020,0,1,0
Tech Support,Northern Mariana Islands,2020,0,0,0
Terrorism,Northern Mariana Islands,2020,0,0,0
Virtual Currency,Northern Mariana Islands,2020,0,2,800
Advanced Fee,Ohio,2020,102,289,1375718
BEC/EAC,Ohio,2020,101,485,129728566
Charity,Ohio,2020,0,0,0
Civil Matter,Ohio,2020,23,25,4008
Confidence Fraud/Romance,Ohio,2020,234,528,7706835
Corporate Data Breach,Ohio,2020,17,56,1522018
Credit Card Fraud,Ohio,2020,149,322,1544343
Crimes Against Children,Ohio,2020,16,97,11310
Criminal Forums,Ohio,2020,0,0,0
Denial of Service/TDos,Ohio,2020,10,62,0
Employment,Ohio,2020,143,324,1210612
Extortion,Ohio,2020,183,"1,791",791987
Gambling,Ohio,2020,4,9,10
Government Impersonation,Ohio,2020,52,303,3088331
Hacktivist,Ohio,2020,0,0,0
Harassment/Threats of Violence,Ohio,2020,215,534,103764
Health Care Related,Ohio,2020,8,27,173784
IPR/Copyright and Counterfeit,Ohio,2020,26,76,36309
Social Media,Ohio,2020,312,"1,072",1739707
Identity Theft,Ohio,2020,198,512,2790314
Investment,Ohio,2020,36,92,2516298
Lottery/Sweepstakes/Inheritance,Ohio,2020,34,124,1244812
Malware/Scareware/Virus,Ohio,2020,12,47,9757
Misrepresentation,Ohio,2020,0,0,0
No Lead Value,Ohio,2020,470,"1,521",0
Non-payment/Non-Delivery,Ohio,2020,"1,056","3,099",11425775
Other,Ohio,2020,53,199,448153
Overpayment,Ohio,2020,123,233,1367744
Personal Data Breach,Ohio,2020,470,"1,172",1784972
Phishing/Vishing/Smishing/Pharming,Ohio,2020,106,573,4337181
Ransomware,Ohio,2020,3,63,566920
Re-shipping,Ohio,2020,7,17,233886
Real Estate/Rental,Ohio,2020,92,269,3621870
Spoofing,Ohio,2020,127,882,5810934
Tech Support,Ohio,2020,52,334,4665540
Terrorism,Ohio,2020,0,0,0
Virtual Currency,Ohio,2020,74,749,2639586
Advanced Fee,Oklahoma,2020,46,113,985826
BEC/EAC,Oklahoma,2020,33,149,6819845
Charity,Oklahoma,2020,0,0,0
Civil Matter,Oklahoma,2020,3,8,195436
Confidence Fraud/Romance,Oklahoma,2020,87,212,4497201
Corporate Data Breach,Oklahoma,2020,8,14,571671
Credit Card Fraud,Oklahoma,2020,42,152,234659
Crimes Against Children,Oklahoma,2020,7,47,10
Criminal Forums,Oklahoma,2020,0,0,0
Denial of Service/TDos,Oklahoma,2020,6,18,0
Employment,Oklahoma,2020,56,136,885233
Extortion,Oklahoma,2020,78,524,365351
Gambling,Oklahoma,2020,0,0,0
Government Impersonation,Oklahoma,2020,16,133,544590
Hacktivist,Oklahoma,2020,0,0,0
Harassment/Threats of Violence,Oklahoma,2020,63,169,283789
Health Care Related,Oklahoma,2020,2,6,699
IPR/Copyright and Counterfeit,Oklahoma,2020,2,26,20806
Social Media,Oklahoma,2020,97,329,730004
Identity Theft,Oklahoma,2020,100,840,664494
Investment,Oklahoma,2020,14,21,1028349
Lottery/Sweepstakes/Inheritance,Oklahoma,2020,23,70,327319
Malware/Scareware/Virus,Oklahoma,2020,7,10,250
Misrepresentation,Oklahoma,2020,0,0,0
No Lead Value,Oklahoma,2020,41,199,0
Non-payment/Non-Delivery,Oklahoma,2020,890,984,1685731
Other,Oklahoma,2020,18,61,126800
Overpayment,Oklahoma,2020,55,93,866098
Personal Data Breach,Oklahoma,2020,150,375,387325
Phishing/Vishing/Smishing/Pharming,Oklahoma,2020,28,207,60810
Ransomware,Oklahoma,2020,3,28,415998
Re-shipping,Oklahoma,2020,0,7,50000
Real Estate/Rental,Oklahoma,2020,34,64,529823
Spoofing,Oklahoma,2020,44,240,1044754
Tech Support,Oklahoma,2020,17,114,1398701
Terrorism,Oklahoma,2020,0,0,0
Virtual Currency,Oklahoma,2020,22,190,1965013
Advanced Fee,Oregon,2020,44,154,682649
BEC/EAC,Oregon,2020,40,263,10940974
Charity,Oregon,2020,0,0,0
Civil Matter,Oregon,2020,8,6,181400
Confidence Fraud/Romance,Oregon,2020,84,308,8328322
Corporate Data Breach,Oregon,2020,10,47,1439343
Credit Card Fraud,Oregon,2020,69,217,824852
Crimes Against Children,Oregon,2020,7,61,0
Criminal Forums,Oregon,2020,0,0,0
Denial of Service/TDos,Oregon,2020,6,19,0
Employment,Oregon,2020,45,168,183077
