crime_type,state,year,subject_count,victim_count,loss_amount
Malware/Scareware/Virus,Nebraska,2019,0,6,1808
Misrepresentation,Nebraska,2019,9,34,14892
No Lead Value,Nebraska,2019,12,49,0
Non-payment/Non-Delivery,Nebraska,2019,"1,020",259,388005
Other,Nebraska,2019,6,46,3738809
Overpayment,Nebraska,2019,22,53,58042
Personal Data Breach,Nebraska,2019,25,149,1316290
Phishing/Vishing/Smishing/Pharming,Nebraska,2019,15,81,9094
Ransomware,Nebraska,2019,1,6,0
Re-shipping,Nebraska,2019,0,1,0
Real Estate/Rental,Nebraska,2019,7,30,290736
Spoofing,Nebraska,2019,109,86,777003
Tech Support,Nebraska,2019,4,54,333939
Terrorism,Nebraska,2019,0,0,0
Virtual Currency,Nebraska,2019,9,127,102526
Advanced Fee,Nevada,2019,102,219,808854
BEC/EAC,Nevada,2019,36,195,16336581
Charity,Nevada,2019,3,2,25
Civil Matter,Nevada,2019,10,18,904663
Confidence Fraud/Romance,Nevada,2019,90,294,4195843
Corporate Data Breach,Nevada,2019,7,18,630740
Credit Card Fraud,Nevada,2019,189,353,1765854
Crimes Against Children,Nevada,2019,5,29,1111
Criminal Forums,Nevada,2019,0,0,0
Denial of Service/TDos,Nevada,2019,5,18,38
Employment,Nevada,2019,94,355,728326
Extortion,Nevada,2019,83,694,837472
Gambling,Nevada,2019,3,5,11000
Government Impersonation,Nevada,2019,23,247,655316
Hacktivist,Nevada,2019,0,0,0
Harassment/Threats of Violence,Nevada,2019,265,485,301690
Health Care Related,Nevada,2019,1,3,33148
IPR/Copyright and Counterfeit,Nevada,2019,23,35,36445
Social Media,Nevada,2019,178,559,898497
Identity Theft,Nevada,2019,151,376,1438053
Investment,Nevada,2019,45,42,1689398
Lottery/Sweepstakes/Inheritance,Nevada,2019,33,95,1196183
Malware/Scareware/Virus,Nevada,2019,6,30,9700
Misrepresentation,Nevada,2019,56,76,371060
No Lead Value,Nevada,2019,637,"1,097",0
Non-payment/Non-Delivery,Nevada,2019,355,796,2340029
Other,Nevada,2019,34,112,550547
Overpayment,Nevada,2019,120,346,1285954
Personal Data Breach,Nevada,2019,287,777,2220917
Phishing/Vishing/Smishing/Pharming,Nevada,2019,54,323,293071
Ransomware,Nevada,2019,2,24,13400
Re-shipping,Nevada,2019,3,22,34330
Real Estate/Rental,Nevada,2019,98,218,4068614
Spoofing,Nevada,2019,43,260,3288688
Tech Support,Nevada,2019,52,224,1222302
Terrorism,Nevada,2019,1,0,0
Virtual Currency,Nevada,2019,35,369,1654738
Advanced Fee,New Hampshire,2019,12,36,310168
BEC/EAC,New Hampshire,2019,18,109,4180792
Charity,New Hampshire,2019,0,0,0
Civil Matter,New Hampshire,2019,2,1,0
Confidence Fraud/Romance,New Hampshire,2019,22,88,1513143
Corporate Data Breach,New Hampshire,2019,1,3,400
Credit Card Fraud,New Hampshire,2019,9,43,115854
Crimes Against Children,New Hampshire,2019,1,3,0
Criminal Forums,New Hampshire,2019,0,0,0
Denial of Service/TDos,New Hampshire,2019,0,2,95
Employment,New Hampshire,2019,16,38,54525
Extortion,New Hampshire,2019,23,181,85514
Gambling,New Hampshire,2019,0,0,0
Government Impersonation,New Hampshire,2019,8,42,41820
Hacktivist,New Hampshire,2019,0,0,0
Harassment/Threats of Violence,New Hampshire,2019,9,34,13181
Health Care Related,New Hampshire,2019,0,2,1634
IPR/Copyright and Counterfeit,New Hampshire,2019,1,10,241
Social Media,New Hampshire,2019,16,106,277779
Identity Theft,New Hampshire,2019,15,52,96871
Investment,New Hampshire,2019,2,6,87400
Lottery/Sweepstakes/Inheritance,New Hampshire,2019,3,16,250500
Malware/Scareware/Virus,New Hampshire,2019,1,12,0
Misrepresentation,New Hampshire,2019,7,19,6374
No Lead Value,New Hampshire,2019,7,36,0
Non-payment/Non-Delivery,New Hampshire,2019,60,215,450633
Other,New Hampshire,2019,11,25,29274
Overpayment,New Hampshire,2019,19,60,104918
Personal Data Breach,New Hampshire,2019,23,128,599213
Phishing/Vishing/Smishing/Pharming,New Hampshire,2019,14,82,185550
Ransomware,New Hampshire,2019,1,7,849
Re-shipping,New Hampshire,2019,0,2,0
Real Estate/Rental,New Hampshire,2019,14,48,469548
Spoofing,New Hampshire,2019,10,60,1247956
Tech Support,New Hampshire,2019,5,46,100610
Terrorism,New Hampshire,2019,0,0,0
Virtual Currency,New Hampshire,2019,9,141,121671
Advanced Fee,New Jersey,2019,124,371,2681210
BEC/EAC,New Jersey,2019,145,680,73227280
Charity,New Jersey,2019,2,7,540
Civil Matter,New Jersey,2019,19,17,373
Confidence Fraud/Romance,New Jersey,2019,244,363,7780273
Corporate Data Breach,New Jersey,2019,4,39,223914
Credit Card Fraud,New Jersey,2019,177,377,3785624
Crimes Against Children,New Jersey,2019,4,34,0
Criminal Forums,New Jersey,2019,0,0,0
Denial of Service/TDos,New Jersey,2019,1,10,5805
Employment,New Jersey,2019,237,360,1107185
Extortion,New Jersey,2019,96,926,3193114
Gambling,New Jersey,2019,1,5,31703
Government Impersonation,New Jersey,2019,43,302,3358838
Hacktivist,New Jersey,2019,0,0,0
Harassment/Threats of Violence,New Jersey,2019,115,453,288683
Health Care Related,New Jersey,2019,7,4,147662
IPR/Copyright and Counterfeit,New Jersey,2019,34,55,107791
Social Media,New Jersey,2019,140,560,763735
Identity Theft,New Jersey,2019,139,449,4774794
Investment,New Jersey,2019,35,66,3113663
Lottery/Sweepstakes/Inheritance,New Jersey,2019,25,142,501969
Malware/Scareware/Virus,New Jersey,2019,2,65,33814
Misrepresentation,New Jersey,2019,114,208,412339
No Lead Value,New Jersey,2019,728,"1,845",0
Non-payment/Non-Delivery,New Jersey,2019,794,"1,497",4096524
Other,New Jersey,2019,53,121,958416
Overpayment,New Jersey,2019,205,385,1800430
Personal Data Breach,New Jersey,2019,226,817,2297270
Phishing/Vishing/Smishing/Pharming,New Jersey,2019,133,626,911310
Ransomware,New Jersey,2019,9,67,186400
Re-shipping,New Jersey,2019,61,23,131762
Real Estate/Rental,New Jersey,2019,109,290,29466468
Spoofing,New Jersey,2019,191,674,9143861
Tech Support,New Jersey,2019,112,305,2760294
Terrorism,New Jersey,2019,0,1,0
Virtual Currency,New Jersey,2019,57,644,1796770
Advanced Fee,New Mexico,2019,23,89,1092526
BEC/EAC,New Mexico,2019,22,106,12508677
Charity,New Mexico,2019,0,3,7000
Civil Matter,New Mexico,2019,2,6,23950
Confidence Fraud/Romance,New Mexico,2019,31,114,1648758
Corporate Data Breach,New Mexico,2019,6,9,6000
Credit Card Fraud,New Mexico,2019,12,57,184560
Crimes Against Children,New Mexico,2019,8,10,0
Criminal Forums,New Mexico,2019,0,0,0
Denial of Service/TDos,New Mexico,2019,1,7,506
Employment,New Mexico,2019,12,100,114096
Extortion,New Mexico,2019,13,320,210627
Gambling,New Mexico,2019,0,3,25
Government Impersonation,New Mexico,2019,12,92,369465
Hacktivist,New Mexico,2019,0,0,0
Harassment/Threats of Violence,New Mexico,2019,84,118,62375
Health Care Related,New Mexico,2019,1,3,1
IPR/Copyright and Counterfeit,New Mexico,2019,4,11,17443
Social Media,New Mexico,2019,25,170,161094
Identity Theft,New Mexico,2019,87,62,130320
Investment,New Mexico,2019,2,8,184456
Lottery/Sweepstakes/Inheritance,New Mexico,2019,10,52,269441
Malware/Scareware/Virus,New Mexico,2019,1,13,0
Misrepresentation,New Mexico,2019,6,20,31339
No Lead Value,New Mexico,2019,180,176,0
Non-payment/Non-Delivery,New Mexico,2019,83,325,916911
Other,New Mexico,2019,10,35,76854
Overpayment,New Mexico,2019,25,98,211136
Personal Data Breach,New Mexico,2019,344,192,124196
Phishing/Vishing/Smishing/Pharming,New Mexico,2019,14,130,825836
Ransomware,New Mexico,2019,2,15,107738
Re-shipping,New Mexico,2019,0,11,7583
Real Estate/Rental,New Mexico,2019,23,75,509158
Spoofing,New Mexico,2019,22,94,358590
Tech Support,New Mexico,2019,3,89,347027
Terrorism,New Mexico,2019,0,0,0
Virtual Currency,New Mexico,2019,9,195,155424
Advanced Fee,New York,2019,559,623,4757172
BEC/EAC,New York,2019,287,"1,544",112212230
Charity,New York,2019,7,18,49276
Civil Matter,New York,2019,28,47,75147
Confidence Fraud/Romance,New York,2019,664,931,19695267
Corporate Data Breach,New York,2019,26,74,1130912
Credit Card Fraud,New York,2019,389,686,8403594
Crimes Against Children,New York,2019,21,62,0
Criminal Forums,New York,2019,0,0,0
Denial of Service/TDos,New York,2019,13,47,0
Employment,New York,2019,687,734,2222477
Extortion,New York,2019,354,"2,433",15843818
Gambling,New York,2019,6,17,145235
Government Impersonation,New York,2019,198,747,17848643
Hacktivist,New York,2019,0,1,0
Harassment/Threats of Violence,New York,2019,359,836,466149
Health Care Related,New York,2019,4,207,226382
IPR/Copyright and Counterfeit,New York,2019,83,165,540248
Social Media,New York,2019,475,"1,395",3035453
Identity Theft,New York,2019,223,742,9136171
Investment,New York,2019,213,162,8693555
Lottery/Sweepstakes/Inheritance,New York,2019,193,507,1562287
Malware/Scareware/Virus,New York,2019,18,116,205847
Misrepresentation,New York,2019,179,409,1147922
No Lead Value,New York,2019,"1,165","3,638",0
Non-payment/Non-Delivery,New York,2019,"1,758","3,395",10436555
Other,New York,2019,177,539,3224379
Overpayment,New York,2019,633,827,2751837
Personal Data Breach,New York,2019,647,"2,001",7086475
Phishing/Vishing/Smishing/Pharming,New York,2019,315,"1,487",3318873
Ransomware,New York,2019,9,86,122109
Re-shipping,New York,2019,79,37,111232
Real Estate/Rental,New York,2019,508,614,8701329
Spoofing,New York,2019,319,"1,299",27336297
Tech Support,New York,2019,258,768,3644698
Terrorism,New York,2019,0,6,4400
Virtual Currency,New York,2019,254,"1,659",3818140
Advanced Fee,North Carolina,2019,128,397,732983
BEC/EAC,North Carolina,2019,83,535,25134683
Charity,North Carolina,2019,6,14,10
Civil Matter,North Carolina,2019,11,12,82105
Confidence Fraud/Romance,North Carolina,2019,175,422,5924081
Corporate Data Breach,North Carolina,2019,3,25,1208385
Credit Card Fraud,North Carolina,2019,96,278,2057549
Crimes Against Children,North Carolina,2019,18,35,0
Criminal Forums,North Carolina,2019,0,0,0
Denial of Service/TDos,North Carolina,2019,12,19,0
Employment,North Carolina,2019,115,383,1262846
Extortion,North Carolina,2019,87,"1,093",2798495
Gambling,North Carolina,2019,1,5,22066
Government Impersonation,North Carolina,2019,61,380,2733682
Hacktivist,North Carolina,2019,0,1,0
Harassment/Threats of Violence,North Carolina,2019,159,405,180720
Health Care Related,North Carolina,2019,2,7,23893
IPR/Copyright and Counterfeit,North Carolina,2019,11,68,51876
Social Media,North Carolina,2019,162,717,2142680
Identity Theft,North Carolina,2019,83,293,942009
Investment,North Carolina,2019,18,57,920910
Lottery/Sweepstakes/Inheritance,North Carolina,2019,41,347,865880
Malware/Scareware/Virus,North Carolina,2019,12,57,62508
Misrepresentation,North Carolina,2019,44,125,85895
No Lead Value,North Carolina,2019,189,413,0
Non-payment/Non-Delivery,North Carolina,2019,628,"1,547",3754122
Other,North Carolina,2019,51,131,2430198
Overpayment,North Carolina,2019,141,386,965309
Personal Data Breach,North Carolina,2019,203,845,1197329
Phishing/Vishing/Smishing/Pharming,North Carolina,2019,89,599,496791
Ransomware,North Carolina,2019,4,53,40673
Re-shipping,North Carolina,2019,4,29,26086
Real Estate/Rental,North Carolina,2019,145,311,3987220
Spoofing,North Carolina,2019,98,632,3540327
Tech Support,North Carolina,2019,43,302,1300831
Terrorism,North Carolina,2019,0,4,0
Virtual Currency,North Carolina,2019,45,709,713107
Advanced Fee,North Dakota,2019,13,27,271889
BEC/EAC,North Dakota,2019,4,42,2355277
Charity,North Dakota,2019,0,1,0
Civil Matter,North Dakota,2019,0,1,1100
Confidence Fraud/Romance,North Dakota,2019,10,36,335781
Corporate Data Breach,North Dakota,2019,0,4,116000
Credit Card Fraud,North Dakota,2019,5,18,127800
Crimes Against Children,North Dakota,2019,0,0,0
Criminal Forums,North Dakota,2019,0,0,0
Denial of Service/TDos,North Dakota,2019,1,6,0
Employment,North Dakota,2019,8,24,36150
Extortion,North Dakota,2019,6,71,25543
Gambling,North Dakota,2019,0,0,0
Government Impersonation,North Dakota,2019,3,30,22900
Hacktivist,North Dakota,2019,0,1,0
Harassment/Threats of Violence,North Dakota,2019,8,19,115
Health Care Related,North Dakota,2019,0,2,96
IPR/Copyright and Counterfeit,North Dakota,2019,2,1,0
Social Media,North Dakota,2019,19,45,303876
Identity Theft,North Dakota,2019,11,18,3607
Investment,North Dakota,2019,0,1,71300
Lottery/Sweepstakes/Inheritance,North Dakota,2019,3,12,71070
Malware/Scareware/Virus,North Dakota,2019,0,2,17000
Misrepresentation,North Dakota,2019,1,7,772
No Lead Value,North Dakota,2019,8,29,0
Non-payment/Non-Delivery,North Dakota,2019,268,70,94060
Other,North Dakota,2019,7,11,1103403
Overpayment,North Dakota,2019,4,28,48052
Personal Data Breach,North Dakota,2019,27,54,24890
Phishing/Vishing/Smishing/Pharming,North Dakota,2019,5,17,55398
Ransomware,North Dakota,2019,0,4,0
Re-shipping,North Dakota,2019,1,1,0
Real Estate/Rental,North Dakota,2019,10,7,414887
Spoofing,North Dakota,2019,24,30,71461
Tech Support,North Dakota,2019,2,27,70038
Terrorism,North Dakota,2019,0,0,0
Virtual Currency,North Dakota,2019,2,29,4000
Advanced Fee,Northern Mariana Islands,2019,0,2,0
BEC/EAC,Northern Mariana Islands,2019,0,1,0
Charity,Northern Mariana Islands,2019,0,0,0
Civil Matter,Northern Mariana Islands,2019,0,0,0
Confidence Fraud/Romance,Northern Mariana Islands,2019,0,2,1300
Corporate Data Breach,Northern Mariana Islands,2019,0,0,0
Credit Card Fraud,Northern Mariana Islands,2019,0,0,0
Crimes Against Children,Northern Mariana Islands,2019,0,0,0
Criminal Forums,Northern Mariana Islands,2019,0,0,0
Denial of Service/TDos,Northern Mariana Islands,2019,0,0,0
Employment,Northern Mariana Islands,2019,0,0,0
Extortion,Northern Mariana Islands,2019,0,3,1000
Gambling,Northern Mariana Islands,2019,0,0,0
Government Impersonation,Northern Mariana Islands,2019,0,0,0
Hacktivist,Northern Mariana Islands,2019,0,0,0
Harassment/Threats of Violence,Northern Mariana Islands,2019,0,0,0
Health Care Related,Northern Mariana Islands,2019,0,0,0
IPR/Copyright and Counterfeit,Northern Mariana Islands,2019,0,0,0
Social Media,Northern Mariana Islands,2019,0,2,0
Identity Theft,Northern Mariana Islands,2019,0,0,0
Investment,Northern Mariana Islands,2019,0,0,0
Lottery/Sweepstakes/Inheritance,Northern Mariana Islands,2019,0,0,0
Malware/Scareware/Virus,Northern Mariana Islands,2019,0,0,0
Misrepresentation,Northern Mariana Islands,2019,0,0,0
No Lead Value,Northern Mariana Islands,2019,1,1,0
Non-payment/Non-Delivery,Northern Mariana Islands,2019,0,0,0
Other,Northern Mariana Islands,2019,0,0,0
Overpayment,Northern Mariana Islands,2019,0,0,0
Personal Data Breach,Northern Mariana Islands,2019,0,2,0
Phishing/Vishing/Smishing/Pharming,Northern Mariana Islands,2019,0,1,0
Ransomware,Northern Mariana Islands,2019,0,0,0
Re-shipping,Northern Mariana Islands,2019,0,0,0
Real Estate/Rental,Northern Mariana Islands,2019,0,0,0
Spoofing,Northern Mariana Islands,2019,0,1,0
Tech Support,Northern Mariana Islands,2019,0,0,0
Terrorism,Northern Mariana Islands,2019,0,0,0
Virtual Currency,Northern Mariana Islands,2019,0,1,0
Advanced Fee,Ohio,2019,125,349,1462532
BEC/EAC,Ohio,2019,83,613,242135013
Charity,Ohio,2019,3,18,656638
Civil Matter,Ohio,2019,12,26,399071
Confidence Fraud/Romance,Ohio,2019,206,456,5728118
Corporate Data Breach,Ohio,2019,12,29,580367
Credit Card Fraud,Ohio,2019,97,310,953044
Crimes Against Children,Ohio,2019,7,39,7099
Criminal Forums,Ohio,2019,0,0,0
Denial of Service/TDos,Ohio,2019,4,25,0
Employment,Ohio,2019,125,290,1121715
Extortion,Ohio,2019,93,"1,051",1143140
Gambling,Ohio,2019,5,9,6000
Government Impersonation,Ohio,2019,34,316,2314673
Hacktivist,Ohio,2019,0,0,0
Harassment/Threats of Violence,Ohio,2019,148,634,480570
Health Care Related,Ohio,2019,6,8,1260
IPR/Copyright and Counterfeit,Ohio,2019,24,67,104432
Social Media,Ohio,2019,217,715,1182999
Identity Theft,Ohio,2019,86,325,2925287
Investment,Ohio,2019,28,39,1667024
Lottery/Sweepstakes/Inheritance,Ohio,2019,32,141,887976
Malware/Scareware/Virus,Ohio,2019,6,60,21337
Misrepresentation,Ohio,2019,47,154,233217
No Lead Value,Ohio,2019,381,922,0
Non-payment/Non-Delivery,Ohio,2019,619,"1,557",2823834
Other,Ohio,2019,50,137,374670
Overpayment,Ohio,2019,180,357,1979058
Personal Data Breach,Ohio,2019,252,931,2507952
Phishing/Vishing/Smishing/Pharming,Ohio,2019,86,546,1462036
Ransomware,Ohio,2019,3,63,533943
Re-shipping,Ohio,2019,6,19,8575
Real Estate/Rental,Ohio,2019,60,195,6100963
Spoofing,Ohio,2019,113,"1,316",3151120
Tech Support,Ohio,2019,41,341,1249522
Terrorism,Ohio,2019,1,1,0
Virtual Currency,Ohio,2019,49,658,1626629
Advanced Fee,Oklahoma,2019,58,133,841654
BEC/EAC,Oklahoma,2019,29,161,10110690
Charity,Oklahoma,2019,3,3,85295
Civil Matter,Oklahoma,2019,9,14,18278
Confidence Fraud/Romance,Oklahoma,2019,86,182,12792492
Corporate Data Breach,Oklahoma,2019,4,11,147430
Credit Card Fraud,Oklahoma,2019,45,106,280449
Crimes Against Children,Oklahoma,2019,3,14,0
Criminal Forums,Oklahoma,2019,0,0,0
Denial of Service/TDos,Oklahoma,2019,1,6,0
Employment,Oklahoma,2019,29,128,286294
Extortion,Oklahoma,2019,46,548,378572
Gambling,Oklahoma,2019,0,0,0
Government Impersonation,Oklahoma,2019,16,132,363084
Hacktivist,Oklahoma,2019,0,0,0
Harassment/Threats of Violence,Oklahoma,2019,61,103,1767
Health Care Related,Oklahoma,2019,3,2,0
IPR/Copyright and Counterfeit,Oklahoma,2019,2,12,41505
Social Media,Oklahoma,2019,83,279,563074
Identity Theft,Oklahoma,2019,36,114,661895
Investment,Oklahoma,2019,8,20,300649
Lottery/Sweepstakes/Inheritance,Oklahoma,2019,15,59,566896
Malware/Scareware/Virus,Oklahoma,2019,2,30,0
Misrepresentation,Oklahoma,2019,17,36,53231
No Lead Value,Oklahoma,2019,29,145,0
Non-payment/Non-Delivery,Oklahoma,2019,337,487,1662772
Other,Oklahoma,2019,8,44,90059
Overpayment,Oklahoma,2019,57,115,406759
Personal Data Breach,Oklahoma,2019,111,329,202485
Phishing/Vishing/Smishing/Pharming,Oklahoma,2019,26,169,532747
Ransomware,Oklahoma,2019,1,30,112892
Re-shipping,Oklahoma,2019,1,9,13554
Real Estate/Rental,Oklahoma,2019,45,36,336900
Spoofing,Oklahoma,2019,50,146,374908
Tech Support,Oklahoma,2019,10,115,297887
Terrorism,Oklahoma,2019,0,0,0
Virtual Currency,Oklahoma,2019,22,370,271147
Advanced Fee,Oregon,2019,49,215,742598
BEC/EAC,Oregon,2019,39,317,12231269
Charity,Oregon,2019,0,4,70
Civil Matter,Oregon,2019,11,15,155036
Confidence Fraud/Romance,Oregon,2019,76,261,4351573
Corporate Data Breach,Oregon,2019,4,24,4587404
Credit Card Fraud,Oregon,2019,83,208,1512921
Crimes Against Children,Oregon,2019,3,18,0
Criminal Forums,Oregon,2019,0,0,0
Denial of Service/TDos,Oregon,2019,5,19,48000
Employment,Oregon,2019,34,160,404987
Extortion,Oregon,2019,62,756,541497
Gambling,Oregon,2019,0,0,0
Government Impersonation,Oregon,2019,36,232,1040539
Hacktivist,Oregon,2019,0,1,0
Harassment/Threats of Violence,Oregon,2019,123,228,4565982
Health Care Related,Oregon,2019,2,6,1525
IPR/Copyright and Counterfeit,Oregon,2019,11,36,2794
Social Media,Oregon,2019,90,411,584606
Identity Theft,Oregon,2019,56,191,917563
Investment,Oregon,2019,9,17,4138874
Lottery/Sweepstakes/Inheritance,Oregon,2019,18,102,382739
Malware/Scareware/Virus,Oregon,2019,6,41,3181
Misrepresentation,Oregon,2019,30,69,118866
No Lead Value,Oregon,2019,107,324,0
Non-payment/Non-Delivery,Oregon,2019,322,744,1574821
Other,Oregon,2019,28,112,13187
Overpayment,Oregon,2019,52,234,428744
Personal Data Breach,Oregon,2019,149,570,10208752
Phishing/Vishing/Smishing/Pharming,Oregon,2019,38,349,238771
Ransomware,Oregon,2019,1,27,20200
Re-shipping,Oregon,2019,18,12,7519
Real Estate/Rental,Oregon,2019,76,201,844542
Spoofing,Oregon,2019,40,255,788067
Tech Support,Oregon,2019,24,201,646326
Terrorism,Oregon,2019,0,0,0
Virtual Currency,Oregon,2019,33,506,9277859
Advanced Fee,Pennsylvania,2019,105,400,1826924
BEC/EAC,Pennsylvania,2019,125,826,53899517
Charity,Pennsylvania,2019,5,13,12950
Civil Matter,Pennsylvania,2019,21,18,1838
Confidence Fraud/Romance,Pennsylvania,2019,207,607,14126697
Corporate Data Breach,Pennsylvania,2019,12,43,533284
Credit Card Fraud,Pennsylvania,2019,122,445,2533342
Crimes Against Children,Pennsylvania,2019,6,31,110
Criminal Forums,Pennsylvania,2019,0,0,0
Denial of Service/TDos,Pennsylvania,2019,11,37,1100
Employment,Pennsylvania,2019,136,411,1690059
Extortion,Pennsylvania,2019,136,"1,376",5444355
Gambling,Pennsylvania,2019,1,11,13473
Government Impersonation,Pennsylvania,2019,52,416,5040078
Hacktivist,Pennsylvania,2019,0,1,0
Harassment/Threats of Violence,Pennsylvania,2019,183,382,1027611
Health Care Related,Pennsylvania,2019,3,125,1063
IPR/Copyright and Counterfeit,Pennsylvania,2019,28,93,352245
Social Media,Pennsylvania,2019,229,916,1940740
Identity Theft,Pennsylvania,2019,141,532,4842584
Investment,Pennsylvania,2019,30,62,1858645
Lottery/Sweepstakes/Inheritance,Pennsylvania,2019,35,216,963953
